system:index,VH,VV,date,forest,.geo
2_S1A_IW_GRDH_1SDV_20160928T154747_20160928T154812_013254_0151AF_161F,-16.21989300633354,-10.073705094535088,2016-09-28,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20161022T154747_20161022T154812_013604_015CB5_13B3,-16.440341552409393,-10.140388207380328,2016-10-22,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20161115T154747_20161115T154812_013954_01679C_ADDD,-14.927180699316636,-7.967385295033089,2016-11-15,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20161209T154746_20161209T154811_014304_017281_B8F4,-15.551084116805711,-9.154376072294134,2016-12-09,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170102T154744_20170102T154809_014654_017D58_A37D,-15.588537468114245,-9.281700066611467,2017-01-02,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170126T154743_20170126T154808_015004_018819_780E,-15.78334082948038,-9.596372464462396,2017-01-26,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170207T154743_20170207T154808_015179_018D82_2F87,-15.78396970295334,-9.612314286126873,2017-02-07,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170219T154743_20170219T154808_015354_0192F9_6385,-14.1847819351186,-7.905592986370083,2017-02-19,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170303T154743_20170303T154808_015529_019843_AAE2,-15.946825925024584,-9.851466995683642,2017-03-03,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170315T154743_20170315T154808_015704_019D8C_E406,-16.197671130917673,-9.936099748985944,2017-03-15,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170327T154743_20170327T154808_015879_01A2C4_B64B,-14.927290648227656,-8.337131783659235,2017-03-27,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170408T154744_20170408T154809_016054_01A7FF_6255,-14.35590950070475,-7.834274810328132,2017-04-08,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170420T154744_20170420T154809_016229_01AD5C_406C,-14.590188781600856,-8.064728327652633,2017-04-20,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170502T154745_20170502T154810_016404_01B2A8_3D4B,-15.63015077030756,-9.23467667085544,2017-05-02,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170514T154746_20170514T154811_016579_01B7FC_CA33,-15.333112316266988,-9.079511875261735,2017-05-14,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170526T154746_20170526T154811_016754_01BD5B_1EF2,-15.408105679959004,-9.135264336239883,2017-05-26,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170607T154747_20170607T154812_016929_01C2CB_96E5,-15.32633398131905,-8.981800098811481,2017-06-07,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170619T154748_20170619T154813_017104_01C832_53D6,-15.537329406838134,-9.341633911998391,2017-06-19,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170701T154748_20170701T154813_017279_01CD79_4931,-15.801035779959,-9.46723956491802,2017-07-01,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170713T154749_20170713T154814_017454_01D2C1_54CF,-15.92343519366372,-9.710694493051555,2017-07-13,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170725T154750_20170725T154815_017629_01D81D_196E,-16.12875268387031,-9.941487038506905,2017-07-25,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170806T154750_20170806T154815_017804_01DD71_6374,-16.086490775414234,-9.845676098857492,2017-08-06,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170818T154751_20170818T154816_017979_01E2BF_EE67,-16.432067211519165,-10.08955922235156,2017-08-18,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170830T154752_20170830T154817_018154_01E804_AF33,-16.640821489423143,-10.180261997168584,2017-08-30,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170911T154752_20170911T154817_018329_01ED7D_1A00,-16.583716611369308,-10.205889737125348,2017-09-11,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20170923T154752_20170923T154817_018504_01F2DA_E545,-16.55216733820554,-10.187261018955873,2017-09-23,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171005T154753_20171005T154818_018679_01F831_5043,-16.668455004733747,-10.278148539075442,2017-10-05,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171017T154753_20171017T154818_018854_01FD8B_2DE7,-16.7014318465827,-10.103169010974549,2017-10-17,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171029T154753_20171029T154818_019029_0202DC_F65D,-16.59460827093924,-9.974119698900974,2017-10-29,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171110T154753_20171110T154818_019204_020841_E582,-14.081843192584325,-7.153908347164434,2017-11-10,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171122T154752_20171122T154817_019379_020DCA_B81F,-15.401439425468434,-8.770219617666438,2017-11-22,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171204T154752_20171204T154817_019554_021342_0DD8,-15.584872510816457,-9.095844518156884,2017-12-04,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171216T154752_20171216T154817_019729_0218B2_BF5C,-15.671168876106147,-9.247438622789875,2017-12-16,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20171228T154751_20171228T154816_019904_021E1F_3F73,-15.7082770820572,-9.453920422335228,2017-12-28,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180109T154751_20180109T154816_020079_0223A6_8318,-15.862668171974732,-9.535646160280727,2018-01-09,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180121T154750_20180121T154815_020254_022932_A756,-16.12881407734274,-9.869853334720052,2018-01-21,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180214T154750_20180214T154815_020604_023462_5379,-16.44618491551409,-10.148272032211985,2018-02-14,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180226T154750_20180226T154815_020779_0239F8_D4F9,-16.373340288608432,-10.0859345876871,2018-02-26,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180310T154750_20180310T154815_020954_023F78_59A3,-14.66873845218212,-8.031512184670907,2018-03-10,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180403T154750_20180403T154815_021304_024A8E_03EA,-15.431589249610695,-8.878975940585557,2018-04-03,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180415T154750_20180415T154815_021479_025000_EC6E,-14.521065962188096,-8.19748835756733,2018-04-15,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180427T154751_20180427T154816_021654_025577_DF9C,-14.39286565465984,-7.882346503032742,2018-04-27,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180509T154752_20180509T154817_021829_025B05_D4C3,-15.061587268622777,-8.495486230859601,2018-05-09,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180521T154752_20180521T154817_022004_02609B_EC8E,-15.132023648185564,-8.77387263290328,2018-05-21,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180602T154753_20180602T154818_022179_02662A_6809,-14.955724853686869,-8.724374313252108,2018-06-02,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180614T154754_20180614T154819_022354_026B9B_B5D1,-15.531597795536372,-9.142806454863615,2018-06-14,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180626T154755_20180626T154820_022529_0270C1_4036,-15.384035912468704,-9.047679959053143,2018-06-26,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180708T154755_20180708T154820_022704_0275DE_CDDC,-15.662339604675555,-9.236216676278245,2018-07-08,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180720T154756_20180720T154821_022879_027B39_EFCC,-15.890071910885142,-9.379639503916753,2018-07-20,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180801T154757_20180801T154822_023054_0280C3_BB25,-16.105399915576562,-9.673728885953624,2018-08-01,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180813T154757_20180813T154822_023229_02865E_EBB5,-16.010246762285714,-9.663254403215968,2018-08-13,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180825T154758_20180825T154823_023404_028BFD_95E1,-16.262183340163407,-9.80042446849424,2018-08-25,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180906T154759_20180906T154824_023579_029194_FF44,-16.35532854598435,-9.88503002942176,2018-09-06,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180918T154759_20180918T154824_023754_029730_09DF,-16.553461328077375,-10.082355444473617,2018-09-18,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20180930T154759_20180930T154824_023929_029CDF_A5AE,-16.540577811519764,-10.012093214094875,2018-09-30,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181012T154759_20181012T154824_024104_02A29D_CB58,-16.571601881767773,-10.043206656972938,2018-10-12,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181024T154759_20181024T154824_024279_02A849_C63E,-16.28156233598257,-9.279619829070104,2018-10-24,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181105T154759_20181105T154824_024454_02AE3F_A61A,-16.46764286610063,-9.699203934705157,2018-11-05,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181117T154759_20181117T154824_024629_02B4AC_407B,-14.28462498229378,-7.477181046357804,2018-11-17,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181129T154759_20181129T154824_024804_02BB01_056D,-15.736116531102857,-8.763598622097055,2018-11-29,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181211T154758_20181211T154823_024979_02C0FE_0B5A,-14.285861334877747,-7.708771423379545,2018-12-11,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20181223T154758_20181223T154823_025154_02C74D_808C,-14.775080543409564,-8.34343798116236,2018-12-23,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190104T154757_20190104T154822_025329_02CD9C_894A,-13.703861244223493,-7.506330040439201,2019-01-04,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190116T154757_20190116T154822_025504_02D3EE_F68A,-14.284272390166436,-7.937475883368394,2019-01-16,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190128T154757_20190128T154822_025679_02DA52_A863,-15.700706911795333,-9.341451971222966,2019-01-28,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190209T154756_20190209T154821_025854_02E09C_089A,-15.698294668796686,-9.517030579447152,2019-02-09,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190221T154756_20190221T154821_026029_02E6CE_47DD,-15.85480362462221,-9.215332484485325,2019-02-21,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190305T154756_20190305T154821_026204_02ED1A_EEA0,-15.319744858785064,-8.644366156607157,2019-03-05,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190317T154756_20190317T154821_026379_02F38A_6C03,-16.295721948427307,-9.456423345746304,2019-03-17,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190329T154756_20190329T154821_026554_02F9F5_4F2D,-15.667442059087328,-8.71694940616996,2019-03-29,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190410T154757_20190410T154822_026729_030068_B2E8,-16.804392487359966,-9.728321299118576,2019-04-10,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190422T154757_20190422T154822_026904_0306B6_B37A,-16.768706661968096,-9.804036262014575,2019-04-22,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190504T154741_20190504T154806_027079_030D19_8198,-16.19666465968184,-9.206672288853426,2019-05-04,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190516T154758_20190516T154823_027254_0312B6_D837,-16.094900703088303,-9.225419794195185,2019-05-16,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190528T154759_20190528T154824_027429_03182B_0ABE,-15.67963026811669,-8.749928528104048,2019-05-28,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190609T154759_20190609T154824_027604_031D90_70FB,-15.987004339142192,-8.919507749309771,2019-06-09,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190621T154800_20190621T154825_027779_0322C5_5627,-16.216043570670966,-9.127279502169468,2019-06-21,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190703T154801_20190703T154826_027954_03280E_8368,-16.313894126570016,-9.44977774186876,2019-07-03,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190715T154802_20190715T154827_028129_032D5A_8EDB,-16.715531269851322,-9.88383394560876,2019-07-15,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190727T154802_20190727T154827_028304_0332B1_48A7,-16.719144504508417,-9.891324361349245,2019-07-27,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190808T154803_20190808T154828_028479_033812_27BB,-16.822921240813553,-9.98511635978375,2019-08-08,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190820T154804_20190820T154829_028654_033E23_64A8,-17.09141284158317,-10.150787770313917,2019-08-20,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190901T154804_20190901T154829_028829_03443D_EB0F,-14.273764250675764,-7.350992812490002,2019-09-01,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190913T154805_20190913T154830_029004_034A4F_00C5,-17.18099804989869,-10.172794489680308,2019-09-13,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20190925T154806_20190925T154831_029179_035044_4834,-17.21137948362598,-10.18513121403005,2019-09-25,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191007T154806_20191007T154831_029354_035651_F737,-16.785638205265276,-9.591485870582504,2019-10-07,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191019T154806_20191019T154831_029529_035C5A_8CF7,-15.435904319078778,-8.119179920524457,2019-10-19,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191031T154806_20191031T154831_029704_036270_A4E6,-14.738124975704393,-7.604943065365743,2019-10-31,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191112T154806_20191112T154831_029879_036892_5424,-15.339021599485786,-8.214015169536344,2019-11-12,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191124T154805_20191124T154830_030054_036EA2_71E0,-14.665526895103763,-7.937844921548337,2019-11-24,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191206T154805_20191206T154830_030229_0374B0_06E5,-14.209631195413303,-7.538145995185101,2019-12-06,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191218T154804_20191218T154829_030404_037ABF_33CD,-14.870653929128526,-8.207288427371447,2019-12-18,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20191230T154804_20191230T154829_030579_0380C3_3999,-14.841318823259131,-8.2448316252462,2019-12-30,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200111T154803_20200111T154828_030754_0386D1_0353,-14.864763677018628,-8.303759305184322,2020-01-11,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200123T154803_20200123T154828_030929_038CF5_1619,-15.138269864896742,-8.589133928048122,2020-01-23,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200204T154803_20200204T154828_031104_039319_1396,-14.451026134899488,-7.930142661645557,2020-02-04,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200216T154802_20200216T154827_031279_039924_AC2D,-13.53040019964956,-7.184540511567208,2020-02-16,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200228T154802_20200228T154827_031454_039F25_00AD,-14.52775016925864,-7.959012011222321,2020-02-28,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200311T154802_20200311T154827_031629_03A53B_1E4B,-14.446322674529172,-7.923601930329598,2020-03-11,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200323T154803_20200323T154828_031804_03AB68_5DE4,-15.3774825973808,-8.73122964386601,2020-03-23,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200404T154803_20200404T154828_031979_03B18F_3A07,-14.870448275001502,-8.208578426538098,2020-04-04,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200416T154803_20200416T154828_032154_03B7B4_F0DC,-14.76103693008454,-7.873456690472,2020-04-16,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200428T154804_20200428T154829_032329_03BDDA_FE4C,-14.388895415884836,-7.89650400569772,2020-04-28,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200510T154804_20200510T154829_032504_03C3B3_5F4C,-15.03398139440675,-8.349146826365942,2020-05-10,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200522T154805_20200522T154830_032679_03C900_2ADF,-15.49816238131278,-8.805740876288521,2020-05-22,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200615T154807_20200615T154832_033029_03D371_73D1,-15.507296883808838,-8.861966930239015,2020-06-15,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200627T154807_20200627T154832_033204_03D8C3_B07B,-15.69767651351841,-9.109840049822523,2020-06-27,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200709T154808_20200709T154833_033379_03DE12_A490,-15.9148967300439,-9.162658944143486,2020-07-09,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200721T154809_20200721T154834_033554_03E36F_4A8F,-15.90562445635737,-9.262056104085024,2020-07-21,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200802T154809_20200802T154834_033729_03E8CE_6C1A,-16.31224379641521,-9.617626624233392,2020-08-02,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200814T154810_20200814T154835_033904_03EEBD_12C9,-16.10541205308012,-9.509945080013797,2020-08-14,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200826T154811_20200826T154836_034079_03F4EE_FA7B,-16.258981293325604,-9.62677020434016,2020-08-26,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200907T154811_20200907T154836_034254_03FB16_6688,-16.28452147725537,-9.47232985052975,2020-09-07,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20200919T154812_20200919T154837_034429_04014B_D7AB,-16.449106308163913,-9.667116433452016,2020-09-19,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201001T154812_20201001T154837_034604_04076C_38A4,-16.474602224741194,-9.727891091416476,2020-10-01,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201013T154812_20201013T154837_034779_040D8A_4528,-16.470278276279114,-9.69516126880285,2020-10-13,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201025T154812_20201025T154837_034954_04139C_E192,-16.597777884372775,-9.590047648743052,2020-10-25,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201106T154812_20201106T154837_035129_04199C_26A3,-15.206569307667618,-7.980752669146888,2020-11-06,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201118T154812_20201118T154837_035304_041FBE_0C54,-15.6869857539052,-8.723666583052628,2020-11-18,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201130T154811_20201130T154836_035479_0425C6_E8D0,-15.083185852979282,-8.022323027165145,2020-11-30,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201212T154811_20201212T154836_035654_042BC8_4486,-15.638055780664716,-8.70123587224994,2020-12-12,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20201224T154810_20201224T154835_035829_0431CC_AA50,-15.760203684950476,-9.030945194019376,2020-12-24,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210105T154810_20210105T154835_036004_0437E1_1C0C,-15.63297471849616,-8.936711360842835,2021-01-05,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210117T154809_20210117T154834_036179_043E02_58A9,-15.462502775733013,-8.863204611508563,2021-01-17,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210129T154809_20210129T154834_036354_04441D_BEE0,-15.76081298665842,-9.186242698994825,2021-01-29,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210210T154808_20210210T154833_036529_044A30_87CA,-15.081609346913108,-8.423073784515932,2021-02-10,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210222T154808_20210222T154833_036704_04504C_6C02,-14.861080496243371,-8.179359284739766,2021-02-22,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210306T154808_20210306T154833_036879_045660_DBDC,-16.062135610562382,-9.584397795428613,2021-03-06,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210318T154808_20210318T154833_037054_045C7A_86DB,-16.343337614570093,-9.638932627773071,2021-03-18,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210330T154808_20210330T154833_037229_046287_4385,-15.561384999034358,-8.661447756534375,2021-03-30,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210411T154809_20210411T154834_037404_046892_25EC,-15.937408041583495,-8.939781094666872,2021-04-11,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210423T154810_20210423T154835_037579_046EA1_BF94,-14.650658195715248,-7.753735054014454,2021-04-23,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210505T154810_20210505T154835_037754_0474B7_861A,-14.871452558746569,-8.000942928009337,2021-05-05,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210517T154810_20210517T154835_037929_0479FB_0B91,-15.318705803333806,-8.46384364192911,2021-05-17,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210529T154811_20210529T154836_038104_047F3F_2E54,-15.62370311411344,-8.77470472291236,2021-05-29,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210610T154812_20210610T154837_038279_04846B_211D,-15.724412961011138,-8.939317956176588,2021-06-10,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210622T154813_20210622T154838_038454_0489A5_8715,-15.768712468213252,-9.071471189518196,2021-06-22,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_S1A_IW_GRDH_1SDV_20210704T154814_20210704T154839_038629_048EEB_F929,-15.985275877601865,-9.366616044998503,2021-07-04,kivale,"{""type"":""MultiPoint"",""coordinates"":[]}"
